"quantity","rate","type","meter-type","meter-label","datetime"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","02-07-2019"
"998.337","182","electric","Slimme meter","Kerk Liander (E)","02-07-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","03-07-2019"
"1667.347","181","electric","Slimme meter","Kerk Liander (E)","03-07-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","03-07-2019"
"1002.4","182","electric","Slimme meter","Kerk Liander (E)","03-07-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","04-07-2019"
"1669.227","181","electric","Slimme meter","Kerk Liander (E)","04-07-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","04-07-2019"
"1005.208","182","electric","Slimme meter","Kerk Liander (E)","04-07-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","05-07-2019"
"1009.437","182","electric","Slimme meter","Kerk Liander (E)","05-07-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","05-07-2019"
"1671.197","181","electric","Slimme meter","Kerk Liander (E)","05-07-2019"
"1672.782","181","electric","Slimme meter","Kerk Liander (E)","06-07-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","06-07-2019"
"1011.773","182","electric","Slimme meter","Kerk Liander (E)","06-07-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","06-07-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","07-07-2019"
"1011.773","182","electric","Slimme meter","Kerk Liander (E)","07-07-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","07-07-2019"
"1676.581","181","electric","Slimme meter","Kerk Liander (E)","07-07-2019"
"1011.773","182","electric","Slimme meter","Kerk Liander (E)","08-07-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","08-07-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","08-07-2019"
"1685.265","181","electric","Slimme meter","Kerk Liander (E)","08-07-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","09-07-2019"
"1686.807","181","electric","Slimme meter","Kerk Liander (E)","09-07-2019"
"1015.255","182","electric","Slimme meter","Kerk Liander (E)","09-07-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","09-07-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","10-07-2019"
"1017.607","182","electric","Slimme meter","Kerk Liander (E)","10-07-2019"
"1688.402","181","electric","Slimme meter","Kerk Liander (E)","10-07-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","10-07-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","11-07-2019"
"1689.962","181","electric","Slimme meter","Kerk Liander (E)","11-07-2019"
"1019.84","182","electric","Slimme meter","Kerk Liander (E)","11-07-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","11-07-2019"
"1023.595","182","electric","Slimme meter","Kerk Liander (E)","12-07-2019"
"1691.414","181","electric","Slimme meter","Kerk Liander (E)","12-07-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","12-07-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","12-07-2019"
"1692.987","181","electric","Slimme meter","Kerk Liander (E)","13-07-2019"
"1027.596","182","electric","Slimme meter","Kerk Liander (E)","13-07-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","13-07-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","13-07-2019"
"1027.596","182","electric","Slimme meter","Kerk Liander (E)","14-07-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","14-07-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","14-07-2019"
"1696.777","181","electric","Slimme meter","Kerk Liander (E)","14-07-2019"
"1703.743","181","electric","Slimme meter","Kerk Liander (E)","15-07-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","15-07-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","15-07-2019"
"1027.596","182","electric","Slimme meter","Kerk Liander (E)","15-07-2019"
"1705.327","181","electric","Slimme meter","Kerk Liander (E)","16-07-2019"
"1031.387","182","electric","Slimme meter","Kerk Liander (E)","16-07-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","16-07-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","16-07-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","17-07-2019"
"1706.904","181","electric","Slimme meter","Kerk Liander (E)","17-07-2019"
"1034.436","182","electric","Slimme meter","Kerk Liander (E)","17-07-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","17-07-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","18-07-2019"
"1037.503","182","electric","Slimme meter","Kerk Liander (E)","18-07-2019"
"1708.47","181","electric","Slimme meter","Kerk Liander (E)","18-07-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","18-07-2019"
"1040.435","182","electric","Slimme meter","Kerk Liander (E)","19-07-2019"
"1710.153","181","electric","Slimme meter","Kerk Liander (E)","19-07-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","19-07-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","19-07-2019"
"1711.762","181","electric","Slimme meter","Kerk Liander (E)","20-07-2019"
"1043.721","182","electric","Slimme meter","Kerk Liander (E)","20-07-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","20-07-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","20-07-2019"
"1715.777","181","electric","Slimme meter","Kerk Liander (E)","21-07-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","21-07-2019"
"1043.721","182","electric","Slimme meter","Kerk Liander (E)","21-07-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","21-07-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","22-07-2019"
"1043.721","182","electric","Slimme meter","Kerk Liander (E)","22-07-2019"
"1726.547","181","electric","Slimme meter","Kerk Liander (E)","22-07-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","22-07-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","23-07-2019"
"1047.556","182","electric","Slimme meter","Kerk Liander (E)","23-07-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","23-07-2019"
"1728.259","181","electric","Slimme meter","Kerk Liander (E)","23-07-2019"
"1730.152","181","electric","Slimme meter","Kerk Liander (E)","24-07-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","24-07-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","24-07-2019"
"1050.833","182","electric","Slimme meter","Kerk Liander (E)","24-07-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","25-07-2019"
"1732.038","181","electric","Slimme meter","Kerk Liander (E)","25-07-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","25-07-2019"
"1053.831","182","electric","Slimme meter","Kerk Liander (E)","25-07-2019"
"1056.747","182","electric","Slimme meter","Kerk Liander (E)","26-07-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","26-07-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","26-07-2019"
"1733.917","181","electric","Slimme meter","Kerk Liander (E)","26-07-2019"
"1059.525","182","electric","Slimme meter","Kerk Liander (E)","27-07-2019"
"1735.628","181","electric","Slimme meter","Kerk Liander (E)","27-07-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","27-07-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","27-07-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","28-07-2019"
"1059.525","182","electric","Slimme meter","Kerk Liander (E)","28-07-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","28-07-2019"
"1739.626","181","electric","Slimme meter","Kerk Liander (E)","28-07-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","29-07-2019"
"1743.487","181","electric","Slimme meter","Kerk Liander (E)","29-07-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","29-07-2019"
"1059.525","182","electric","Slimme meter","Kerk Liander (E)","29-07-2019"
"1745.119","181","electric","Slimme meter","Kerk Liander (E)","30-07-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","30-07-2019"
"1062.207","182","electric","Slimme meter","Kerk Liander (E)","30-07-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","30-07-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","31-07-2019"
"1746.788","181","electric","Slimme meter","Kerk Liander (E)","31-07-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","31-07-2019"
"1065.361","182","electric","Slimme meter","Kerk Liander (E)","31-07-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","01-08-2019"
"1067.798","182","electric","Slimme meter","Kerk Liander (E)","01-08-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","01-08-2019"
"1748.412","181","electric","Slimme meter","Kerk Liander (E)","01-08-2019"
"1221.84","180","gas","Slimme meter","Kerk Liander (G)","02-07-2019"
"1221.84","180","gas","Slimme meter","Kerk Liander (G)","03-07-2019"
"1221.84","180","gas","Slimme meter","Kerk Liander (G)","04-07-2019"
"1221.84","180","gas","Slimme meter","Kerk Liander (G)","05-07-2019"
"1221.84","180","gas","Slimme meter","Kerk Liander (G)","06-07-2019"
"1221.84","180","gas","Slimme meter","Kerk Liander (G)","07-07-2019"
"1221.84","180","gas","Slimme meter","Kerk Liander (G)","08-07-2019"
"1221.84","180","gas","Slimme meter","Kerk Liander (G)","09-07-2019"
"1221.84","180","gas","Slimme meter","Kerk Liander (G)","10-07-2019"
"1221.84","180","gas","Slimme meter","Kerk Liander (G)","11-07-2019"
"1221.84","180","gas","Slimme meter","Kerk Liander (G)","12-07-2019"
"1221.84","180","gas","Slimme meter","Kerk Liander (G)","13-07-2019"
"1221.84","180","gas","Slimme meter","Kerk Liander (G)","14-07-2019"
"1221.84","180","gas","Slimme meter","Kerk Liander (G)","15-07-2019"
"1221.84","180","gas","Slimme meter","Kerk Liander (G)","16-07-2019"
"1221.84","180","gas","Slimme meter","Kerk Liander (G)","17-07-2019"
"1221.84","180","gas","Slimme meter","Kerk Liander (G)","18-07-2019"
"1221.84","180","gas","Slimme meter","Kerk Liander (G)","19-07-2019"
"1221.84","180","gas","Slimme meter","Kerk Liander (G)","20-07-2019"
"1221.84","180","gas","Slimme meter","Kerk Liander (G)","21-07-2019"
"1221.84","180","gas","Slimme meter","Kerk Liander (G)","22-07-2019"
"1221.84","180","gas","Slimme meter","Kerk Liander (G)","23-07-2019"
"1221.84","180","gas","Slimme meter","Kerk Liander (G)","24-07-2019"
"1221.84","180","gas","Slimme meter","Kerk Liander (G)","25-07-2019"
"1221.84","180","gas","Slimme meter","Kerk Liander (G)","26-07-2019"
"1221.84","180","gas","Slimme meter","Kerk Liander (G)","27-07-2019"
"1221.84","180","gas","Slimme meter","Kerk Liander (G)","28-07-2019"
"1221.84","180","gas","Slimme meter","Kerk Liander (G)","29-07-2019"
"1221.84","180","gas","Slimme meter","Kerk Liander (G)","30-07-2019"
"1221.84","180","gas","Slimme meter","Kerk Liander (G)","31-07-2019"
"1221.84","180","gas","Slimme meter","Kerk Liander (G)","01-08-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","02-08-2019"
"1750.03","181","electric","Slimme meter","Kerk Liander (E)","02-08-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","02-08-2019"
"1070.047","182","electric","Slimme meter","Kerk Liander (E)","02-08-2019"
"1072.264","182","electric","Slimme meter","Kerk Liander (E)","03-08-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","03-08-2019"
"1751.64","181","electric","Slimme meter","Kerk Liander (E)","03-08-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","03-08-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","04-08-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","04-08-2019"
"1755.361","181","electric","Slimme meter","Kerk Liander (E)","04-08-2019"
"1072.264","182","electric","Slimme meter","Kerk Liander (E)","04-08-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","05-08-2019"
"1072.264","182","electric","Slimme meter","Kerk Liander (E)","05-08-2019"
"1764.543","181","electric","Slimme meter","Kerk Liander (E)","05-08-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","05-08-2019"
"1074.936","182","electric","Slimme meter","Kerk Liander (E)","06-08-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","06-08-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","06-08-2019"
"1766.172","181","electric","Slimme meter","Kerk Liander (E)","06-08-2019"
"1767.806","181","electric","Slimme meter","Kerk Liander (E)","07-08-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","07-08-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","07-08-2019"
"1077.912","182","electric","Slimme meter","Kerk Liander (E)","07-08-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","08-08-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","08-08-2019"
"1080.847","182","electric","Slimme meter","Kerk Liander (E)","08-08-2019"
"1769.415","181","electric","Slimme meter","Kerk Liander (E)","08-08-2019"
"1083.47","182","electric","Slimme meter","Kerk Liander (E)","09-08-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","09-08-2019"
"1771.047","181","electric","Slimme meter","Kerk Liander (E)","09-08-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","09-08-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","10-08-2019"
"1086.196","182","electric","Slimme meter","Kerk Liander (E)","10-08-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","10-08-2019"
"1772.647","181","electric","Slimme meter","Kerk Liander (E)","10-08-2019"
"1086.196","182","electric","Slimme meter","Kerk Liander (E)","11-08-2019"
"1776.525","181","electric","Slimme meter","Kerk Liander (E)","11-08-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","11-08-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","11-08-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","12-08-2019"
"1780.304","181","electric","Slimme meter","Kerk Liander (E)","12-08-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","12-08-2019"
"1086.196","182","electric","Slimme meter","Kerk Liander (E)","12-08-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","13-08-2019"
"1088.916","182","electric","Slimme meter","Kerk Liander (E)","13-08-2019"
"1781.955","181","electric","Slimme meter","Kerk Liander (E)","13-08-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","13-08-2019"
"1091.906","182","electric","Slimme meter","Kerk Liander (E)","14-08-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","14-08-2019"
"1783.523","181","electric","Slimme meter","Kerk Liander (E)","14-08-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","14-08-2019"
"1785.063","181","electric","Slimme meter","Kerk Liander (E)","15-08-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","15-08-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","15-08-2019"
"1094.489","182","electric","Slimme meter","Kerk Liander (E)","15-08-2019"
"1097.347","182","electric","Slimme meter","Kerk Liander (E)","16-08-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","16-08-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","16-08-2019"
"1786.563","181","electric","Slimme meter","Kerk Liander (E)","16-08-2019"
"1788.127","181","electric","Slimme meter","Kerk Liander (E)","17-08-2019"
"1099.842","182","electric","Slimme meter","Kerk Liander (E)","17-08-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","17-08-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","17-08-2019"
"1099.842","182","electric","Slimme meter","Kerk Liander (E)","18-08-2019"
"1791.859","181","electric","Slimme meter","Kerk Liander (E)","18-08-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","18-08-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","18-08-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","19-08-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","19-08-2019"
"1099.842","182","electric","Slimme meter","Kerk Liander (E)","19-08-2019"
"1800.596","181","electric","Slimme meter","Kerk Liander (E)","19-08-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","20-08-2019"
"1102.507","182","electric","Slimme meter","Kerk Liander (E)","20-08-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","20-08-2019"
"1802.225","181","electric","Slimme meter","Kerk Liander (E)","20-08-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","21-08-2019"
"1106.825","182","electric","Slimme meter","Kerk Liander (E)","21-08-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","21-08-2019"
"1803.776","181","electric","Slimme meter","Kerk Liander (E)","21-08-2019"
"1805.311","181","electric","Slimme meter","Kerk Liander (E)","22-08-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","22-08-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","22-08-2019"
"1109.334","182","electric","Slimme meter","Kerk Liander (E)","22-08-2019"
"1806.85","181","electric","Slimme meter","Kerk Liander (E)","23-08-2019"
"1111.616","182","electric","Slimme meter","Kerk Liander (E)","23-08-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","23-08-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","23-08-2019"
"1808.513","181","electric","Slimme meter","Kerk Liander (E)","24-08-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","24-08-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","24-08-2019"
"1114.903","182","electric","Slimme meter","Kerk Liander (E)","24-08-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","25-08-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","25-08-2019"
"1812.699","181","electric","Slimme meter","Kerk Liander (E)","25-08-2019"
"1114.903","182","electric","Slimme meter","Kerk Liander (E)","25-08-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","26-08-2019"
"1821.532","181","electric","Slimme meter","Kerk Liander (E)","26-08-2019"
"1114.903","182","electric","Slimme meter","Kerk Liander (E)","26-08-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","26-08-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","27-08-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","27-08-2019"
"1118.474","182","electric","Slimme meter","Kerk Liander (E)","27-08-2019"
"1823.556","181","electric","Slimme meter","Kerk Liander (E)","27-08-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","28-08-2019"
"1825.33","181","electric","Slimme meter","Kerk Liander (E)","28-08-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","28-08-2019"
"1122.335","182","electric","Slimme meter","Kerk Liander (E)","28-08-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","29-08-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","29-08-2019"
"1125.276","182","electric","Slimme meter","Kerk Liander (E)","29-08-2019"
"1827.165","181","electric","Slimme meter","Kerk Liander (E)","29-08-2019"
"1828.844","181","electric","Slimme meter","Kerk Liander (E)","30-08-2019"
"1127.691","182","electric","Slimme meter","Kerk Liander (E)","30-08-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","30-08-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","30-08-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","31-08-2019"
"1131.738","182","electric","Slimme meter","Kerk Liander (E)","31-08-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","31-08-2019"
"1830.634","181","electric","Slimme meter","Kerk Liander (E)","31-08-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","01-09-2019"
"1131.738","182","electric","Slimme meter","Kerk Liander (E)","01-09-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","01-09-2019"
"1834.828","181","electric","Slimme meter","Kerk Liander (E)","01-09-2019"
"1221.84","180","gas","Slimme meter","Kerk Liander (G)","02-08-2019"
"1221.84","180","gas","Slimme meter","Kerk Liander (G)","03-08-2019"
"1221.84","180","gas","Slimme meter","Kerk Liander (G)","04-08-2019"
"1221.84","180","gas","Slimme meter","Kerk Liander (G)","05-08-2019"
"1221.84","180","gas","Slimme meter","Kerk Liander (G)","06-08-2019"
"1221.84","180","gas","Slimme meter","Kerk Liander (G)","07-08-2019"
"1221.84","180","gas","Slimme meter","Kerk Liander (G)","08-08-2019"
"1221.84","180","gas","Slimme meter","Kerk Liander (G)","09-08-2019"
"1221.84","180","gas","Slimme meter","Kerk Liander (G)","10-08-2019"
"1221.84","180","gas","Slimme meter","Kerk Liander (G)","11-08-2019"
"1221.84","180","gas","Slimme meter","Kerk Liander (G)","12-08-2019"
"1221.84","180","gas","Slimme meter","Kerk Liander (G)","13-08-2019"
"1221.84","180","gas","Slimme meter","Kerk Liander (G)","14-08-2019"
"1221.84","180","gas","Slimme meter","Kerk Liander (G)","15-08-2019"
"1221.84","180","gas","Slimme meter","Kerk Liander (G)","16-08-2019"
"1221.84","180","gas","Slimme meter","Kerk Liander (G)","17-08-2019"
"1221.84","180","gas","Slimme meter","Kerk Liander (G)","18-08-2019"
"1221.84","180","gas","Slimme meter","Kerk Liander (G)","19-08-2019"
"1221.84","180","gas","Slimme meter","Kerk Liander (G)","20-08-2019"
"1221.84","180","gas","Slimme meter","Kerk Liander (G)","21-08-2019"
"1221.84","180","gas","Slimme meter","Kerk Liander (G)","22-08-2019"
"1221.84","180","gas","Slimme meter","Kerk Liander (G)","23-08-2019"
"1221.84","180","gas","Slimme meter","Kerk Liander (G)","24-08-2019"
"1221.84","180","gas","Slimme meter","Kerk Liander (G)","25-08-2019"
"1221.84","180","gas","Slimme meter","Kerk Liander (G)","26-08-2019"
"1221.84","180","gas","Slimme meter","Kerk Liander (G)","27-08-2019"
"1221.84","180","gas","Slimme meter","Kerk Liander (G)","28-08-2019"
"1221.84","180","gas","Slimme meter","Kerk Liander (G)","29-08-2019"
"1221.84","180","gas","Slimme meter","Kerk Liander (G)","30-08-2019"
"1221.84","180","gas","Slimme meter","Kerk Liander (G)","31-08-2019"
"1221.84","180","gas","Slimme meter","Kerk Liander (G)","01-09-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","02-09-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","02-09-2019"
"1131.738","182","electric","Slimme meter","Kerk Liander (E)","02-09-2019"
"1838.77","181","electric","Slimme meter","Kerk Liander (E)","02-09-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","03-09-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","03-09-2019"
"1134.118","182","electric","Slimme meter","Kerk Liander (E)","03-09-2019"
"1840.25","181","electric","Slimme meter","Kerk Liander (E)","03-09-2019"
"1140.397","182","electric","Slimme meter","Kerk Liander (E)","04-09-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","04-09-2019"
"1842.445","181","electric","Slimme meter","Kerk Liander (E)","04-09-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","04-09-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","05-09-2019"
"1142.582","182","electric","Slimme meter","Kerk Liander (E)","05-09-2019"
"1844.087","181","electric","Slimme meter","Kerk Liander (E)","05-09-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","05-09-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","06-09-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","06-09-2019"
"1846.131","181","electric","Slimme meter","Kerk Liander (E)","06-09-2019"
"1145.212","182","electric","Slimme meter","Kerk Liander (E)","06-09-2019"
"1147.635","182","electric","Slimme meter","Kerk Liander (E)","07-09-2019"
"1847.799","181","electric","Slimme meter","Kerk Liander (E)","07-09-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","07-09-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","07-09-2019"
"1147.635","182","electric","Slimme meter","Kerk Liander (E)","08-09-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","08-09-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","08-09-2019"
"1851.739","181","electric","Slimme meter","Kerk Liander (E)","08-09-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","09-09-2019"
"1147.635","182","electric","Slimme meter","Kerk Liander (E)","09-09-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","09-09-2019"
"1860.925","181","electric","Slimme meter","Kerk Liander (E)","09-09-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","10-09-2019"
"1150.659","182","electric","Slimme meter","Kerk Liander (E)","10-09-2019"
"1862.531","181","electric","Slimme meter","Kerk Liander (E)","10-09-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","10-09-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","11-09-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","11-09-2019"
"1153.416","182","electric","Slimme meter","Kerk Liander (E)","11-09-2019"
"1865.053","181","electric","Slimme meter","Kerk Liander (E)","11-09-2019"
"1866.665","181","electric","Slimme meter","Kerk Liander (E)","12-09-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","12-09-2019"
"1155.617","182","electric","Slimme meter","Kerk Liander (E)","12-09-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","12-09-2019"
"1158.381","182","electric","Slimme meter","Kerk Liander (E)","13-09-2019"
"1868.202","181","electric","Slimme meter","Kerk Liander (E)","13-09-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","13-09-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","13-09-2019"
"1160.851","182","electric","Slimme meter","Kerk Liander (E)","14-09-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","14-09-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","14-09-2019"
"1870.086","181","electric","Slimme meter","Kerk Liander (E)","14-09-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","15-09-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","15-09-2019"
"1891.537","181","electric","Slimme meter","Kerk Liander (E)","15-09-2019"
"1160.851","182","electric","Slimme meter","Kerk Liander (E)","15-09-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","16-09-2019"
"1895.485","181","electric","Slimme meter","Kerk Liander (E)","16-09-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","16-09-2019"
"1160.851","182","electric","Slimme meter","Kerk Liander (E)","16-09-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","17-09-2019"
"1163.473","182","electric","Slimme meter","Kerk Liander (E)","17-09-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","17-09-2019"
"1897.176","181","electric","Slimme meter","Kerk Liander (E)","17-09-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","18-09-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","18-09-2019"
"1166.481","182","electric","Slimme meter","Kerk Liander (E)","18-09-2019"
"1899.599","181","electric","Slimme meter","Kerk Liander (E)","18-09-2019"
"1168.848","182","electric","Slimme meter","Kerk Liander (E)","19-09-2019"
"1901.304","181","electric","Slimme meter","Kerk Liander (E)","19-09-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","19-09-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","19-09-2019"
"1902.958","181","electric","Slimme meter","Kerk Liander (E)","20-09-2019"
"1171.115","182","electric","Slimme meter","Kerk Liander (E)","20-09-2019"
"0","282","electric","Slimme meter","Kerk Liander (E)","20-09-2019"
"0.002","281","electric","Slimme meter","Kerk Liander (E)","20-09-2019"
"1174.418","182","electric","Slimme meter","Kerk Liander (E)","21-09-2019"
"1905.014","181","electric","Slimme meter","Kerk Liander (E)","21-09-2019"
